Experiment #,m/z,Compound,MT_sec,FPhe_RMT,Drug Class,pKa,logP,Van der Waals volume
18,310.1413,Fluoxetine,879.6,0.932451342,Antidepressants,9.8,4.17,274.24
18,310.2165,Methadone,883.62,0.936712886,Opioid,9.12,5.01,322.45
18,315.1623,Clomipramine,878.64,0.93143366,Antidepressants,9.2,4.88,299.69
18,316.1543,Oxycodone,870.66,0.922974176,Opioid,8.77,1.03,283.21
18,325.1711,Citalopram,891.54,0.945108765,Antidepressants,9.78,3.76,303.78
18,328.1543,Naloxone,884.58,0.937730569,Opioid,8.39,1.48,291.96
18,337.2274,Fentanyl,917.46,0.972586185,Opioid,8.77,3.82,339.46
18,340.1543,6-acetylmorphine,900.54,0.954649536,Opioid,9.08,1.31,292.18
18,340.2271,Propoxyphene,901.5,0.955667218,Opioid,9.52,4.9,348.13
18,342.17,Naltrexone,911.46,0.966225671,Other,9.35,1.27,304.76
18,372.1586,Trazadone,921.42,0.976784124,Antidepressants,7.09,3.13,326.98
18,388.1586,Flurazepam,878.64,0.93143366,Sedative,8.71,3.95,346.17
18,399.2278,Mitragynine,944.28,1.001017682,Opioid,7.04,3.3,376.57
19,141.1435,Amphetamine-d5,859.86,0.772852289,Internal Standard,10.01,1.8,144.86
19,172.1332,Gabapentin,934.44,0.839885671,Other,9.91,-1.27,176.16
19,177.1022,Cotinine,884.7,0.795178774,Other,4.79,0.21,165.31
19,178.1226,Mephedrone,917.52,0.824677776,Amphetamine,8.05,2.12,181.62
19,184.0768,F-Phe,1112.58,1,Internal Standard,9.45,-1.04,160.46
19,194.1176,MDMA,910.56,0.818422046,Amphetamine,10.14,1.86,185.76
19,208.0968,Methylone,926.52,0.832767082,Amphetamine,7.96,1.23,188.09
19,208.1332,MDEA,951.36,0.855093566,Amphetamine,10.22,2.22,202.74
19,222.1852,Tapentadol,994.2,0.893598663,Opioid,9.6,2.96,240.11
19,224.0837,Norketamine,950.4,0.854230707,Anesthetic,7.27,2.91,201.26
19,233.1648,Norfentanyl,977.28,0.878390767,Opioid,10.03,1.42,234.04
19,234.1489,Methylphenidate,981.24,0.881950062,Stimulant,9.09,2.25,230.61
19,234.1489,Normeperidine,981.24,0.881950062,Anesthetic,9.33,2.07,231.03
19,238.0993,Ketamine,956.34,0.859569649,Anesthetic,7.16,3.35,218.93
19,248.1645,Meperidine,972.3,0.873914685,Anesthetic,8.16,2.46,248.67
19,256.1696,Diphenhydramine,987.18,0.887289004,Other,8.87,3.65,260.13
19,264.1747,Nortriptyline,1010.1,0.90788977,Antidepressants,10.47,4.43,265.01
19,264.1958,Tramadol,1024.02,0.92040123,Opioid,9.23,2.45,272.29
19,267.1856,Desipramine,1005.12,0.903413687,Antidepressants,10.02,3.9,268
19,271.0633,Nordiazepam,1035,0.930270183,Sedative,2.85,3.21,225.42
19,276.1594,MDPV,1018.08,0.915062288,Stimulant,7.31,2.99,262.5
19,278.1903,Amitriptyline,1014.06,0.911449064,Antidepressants,9.76,4.81,282.76
19,278.1903,EDDP,988.2,0.888205792,Opioid,9.64,4.63,282.49
19,278.2115,Venlafaxine,1041.96,0.936525913,Antidepressants,8.91,2.74,289.28
19,280.1696,Doxepin,1012.08,0.909669417,Antidepressants,9.76,3.84,274.85
19,281.2012,Imipramine,1009.08,0.906972982,Antidepressants,9.2,4.28,285.75
19,282.0873,Nitrazepam,1112.58,1,Sedative,2.65,2.55,233.74
19,284.1194,7-aminoflunitrazepam,973.26,0.874777544,Sedative,3.32,1.79,244.9
19,285.0789,Diazepam,1049.88,0.943644502,Sedative,2.92,3.08,242.85
19,286.0742,7-aminoclonazepam,978.24,0.879253627,Sedative,3.37,2.53,235.66
19,286.1438,Hydromorphone,988.2,0.888205792,Opioid,9.08,1.47,256.88
19,286.1438,Morphine,988.2,0.888205792,Opioid,9.12,0.9,255.64
19,286.1438,Norhydrocodone,988.2,0.888205792,Opioid,10.13,1.58,256.72
19,290.1387,Benzoylecgonine,1168.32,1.050099768,Stimulant,9.54,-0.59,264.87
19,298.126,Duloxetine,1024.02,0.92040123,Antidepressants,9.7,4.2,276.98
19,300.1594,Codeine,994.2,0.893598663,Opioid,13.78,1.34,273.31
19,300.1594,Hydrocodone,994.2,0.893598663,Opioid,9.17,1.96,274.49
19,302.1387,Noroxycodone,1015.08,0.912365852,Opioid,9.56,0.65,265.49
19,302.1387,Oxymorphone,1015.08,0.912365852,Opioid,8.75,0.64,265.48
19,302.1751,Dihydrocodeine,1014.06,0.911449064,Opioid,9.33,1.55,280.95
19,308.1757,Zolpidem,1067.82,0.959769185,Sedative,3.02,3.02,291.81
19,310.1413,Fluoxetine,1033.98,0.929353395,Antidepressants,9.8,4.17,274.24
19,310.2165,Methadone,1035.96,0.931133042,Opioid,9.12,5.01,322.45
19,315.1623,Clomipramine,1030.98,0.926656959,Antidepressants,9.2,4.88,299.69
19,316.1543,Oxycodone,1019.04,0.915925147,Opioid,8.77,1.03,283.21
19,325.1711,Citalopram,1047.9,0.941864855,Antidepressants,9.78,3.76,303.78
19,326.0855,Midazolam,1013.1,0.910586205,Anesthetic,6.19,3.97,266.62
19,328.1543,Naloxone,1037.94,0.932912689,Opioid,8.39,1.48,291.96
19,337.2274,Fentanyl,1081.74,0.972280645,Opioid,8.77,3.82,339.46
19,340.2271,Propoxyphene,1060.86,0.953513455,Opioid,9.52,4.9,348.13
19,342.17,Naltrexone,1073.76,0.965108127,Other,9.35,1.27,304.76
19,346.1543,6-acetylmorphine,1059.84,0.952596667,Opioid,9.08,1.31,292.18
19,372.1586,Trazadone,1086.72,0.976756728,Antidepressants,7.09,3.13,326.98
19,388.1586,Flurazepam,1030.98,0.926656959,Sedative,8.71,3.95,346.17
19,399.2278,Mitragynine,1118.58,1.005392871,Opioid,7.04,3.3,376.57
20,141.1435,Amphetamine-d5,870.72,0.778499008,Internal Standard,10.01,1.8,144.86
20,160.1332,Pregabalin,932.4,0.833646264,Other,10.23,-1.35,170.24
20,172.1332,Gabapentin,943.32,0.843409688,Other,9.91,-1.27,176.16
20,177.1022,Cotinine,893.58,0.798937825,Other,4.79,0.21,165.31
20,178.1226,Mephedrone,926.4,0.828281745,Amphetamine,8.05,2.12,181.62
20,184.0768,F-Phe,1118.46,1,Internal Standard,9.45,-1.04,160.46
20,194.1176,MDMA,922.44,0.824741162,Amphetamine,10.14,1.86,185.76
20,208.0968,Methylone,934.38,0.835416555,Amphetamine,7.96,1.23,188.09
20,208.1332,MDEA,961.26,0.8594496,Amphetamine,10.22,2.22,202.74
20,222.1852,Tapentadol,1003.02,0.896786653,Opioid,9.6,2.96,240.11
20,224.0837,Norketamine,960.24,0.858537632,Anesthetic,7.27,2.91,201.26
20,233.1648,Norfentanyl,987.12,0.882570678,Opioid,10.03,1.42,234.04
20,234.1489,Methylphenidate,991.08,0.88611126,Stimulant,9.09,2.25,230.61
20,234.1489,Normeperidine,967.2,0.864760474,Anesthetic,9.33,2.07,231.03
20,238.0993,Ketamine,965.22,0.862990183,Anesthetic,7.16,3.35,218.93
20,244.206,Phencyclidine,1006.02,0.899468913,Anesthetic,10.56,4.49,260.25
20,248.1645,Meperidine,981.18,0.877259804,Anesthetic,8.16,2.46,248.67
20,256.1696,Diphenhydramine,996.06,0.890563811,Other,8.87,3.65,260.13
20,264.1747,Nortriptyline,1017.96,0.910144306,Antidepressants,10.47,4.43,265.01
20,264.1958,Tramadol,1032.9,0.923501958,Opioid,9.23,2.45,272.29
20,267.1856,Desipramine,1014,0.906603723,Antidepressants,10.02,3.9,268
20,271.0633,Nordiazepam,1042.86,0.93240706,Sedative,2.85,3.21,225.42
20,276.1594,MDPV,1027.92,0.919049407,Stimulant,7.31,2.99,262.5
20,278.1903,Amitriptyline,1021.98,0.913738533,Antidepressants,9.76,4.81,282.76
20,278.1903,EDDP,997.08,0.891475779,Opioid,9.64,4.63,282.49
20,278.2115,Venlafaxine,1050.84,0.93954187,Antidepressants,8.91,2.74,289.28
20,280.1696,Doxepin,1020.96,0.912826565,Antidepressants,9.76,3.84,274.85
20,281.2012,Imipramine,1018.98,0.911056274,Antidepressants,9.2,4.28,285.75
20,282.0873,Nitrazepam,1118.46,1,Sedative,2.65,2.55,233.74
20,284.1194,7-aminoflunitrazepam,980.16,0.876347835,Sedative,3.32,1.79,244.9
20,285.0789,Diazepam,1056.78,0.944852744,Sedative,2.92,3.08,242.85
20,286.0742,7-aminoclonazepam,985.14,0.880800386,Sedative,3.37,2.53,235.66
20,286.1438,Hydromorphone,1010.04,0.90306314,Opioid,9.08,1.47,256.88
20,286.1438,Morphine,1010.04,0.90306314,Opioid,9.12,0.9,255.64
20,286.1438,Norhydrocodone,1010.04,0.90306314,Opioid,10.13,1.58,256.72
20,290.1387,Benzoylecgonine,1173.18,1.048924414,Stimulant,9.54,-0.59,264.87
20,298.126,Duloxetine,1033.92,0.924413926,Antidepressants,9.7,4.2,276.98
20,300.1594,Codeine,1004.04,0.897698621,Opioid,13.78,1.34,273.31
20,300.1594,Hydrocodone,1004.04,0.897698621,Opioid,9.17,1.96,274.49
20,302.1387,Noroxycodone,1028.94,0.919961375,Opioid,9.56,0.65,265.49
20,302.1387,Oxymorphone,1028.94,0.919961375,Opioid,8.75,0.64,265.48
20,302.1751,Dihydrocodeine,1021.98,0.913738533,Opioid,9.33,1.55,280.95
20,308.1757,Zolpidem,1074.72,0.960892656,Sedative,3.02,3.02,291.81
20,310.1413,Fluoxetine,1040.88,0.930636768,Antidepressants,9.8,4.17,274.24
20,310.2165,Methadone,1043.82,0.933265383,Opioid,9.12,5.01,322.45
20,315.1623,Clomipramine,1038.84,0.928812832,Antidepressants,9.2,4.88,299.69
20,316.1543,Oxycodone,1028.94,0.919961375,Opioid,8.77,1.03,283.21
20,325.1711,Citalopram,1056.78,0.944852744,Antidepressants,9.78,3.76,303.78
20,326.0855,Midazolam,1018.98,0.911056274,Anesthetic,6.19,3.97,266.62
20,328.1543,Naloxone,1046.82,0.935947642,Opioid,8.39,1.48,291.96
20,337.2274,Fentanyl,1088.64,0.97333834,Opioid,8.77,3.82,339.46
20,340.2271,Propoxyphene,1068.72,0.955528137,Opioid,9.52,4.9,348.13
20,342.17,Naltrexone,1081.68,0.967115498,Other,9.35,1.27,304.76
20,347.1543,6-acetylmorphine,1066.74,0.953757846,Opioid,9.08,1.31,292.18
20,372.1586,Trazadone,1094.58,0.978649214,Antidepressants,7.09,3.13,326.98
20,388.1586,Flurazepam,1037.88,0.927954509,Sedative,8.71,3.95,346.17
20,399.2278,Mitragynine,1125.42,1.006222842,Opioid,7.04,3.3,376.57
21,141.1435,Amphetamine-d5,834,0.775237033,Internal Standard,10.01,1.8,144.86
21,172.1332,Gabapentin,906.66,0.842777468,Other,9.91,-1.27,176.16
21,177.1022,Cotinine,857.88,0.797434467,Other,4.79,0.21,165.31
21,178.1226,Mephedrone,889.74,0.827049637,Amphetamine,8.05,2.12,181.62
21,184.0768,F-Phe,1075.8,1,Internal Standard,9.45,-1.04,160.46
21,194.1176,MDMA,883.74,0.821472393,Amphetamine,10.14,1.86,185.76
21,208.0968,Methylone,897.72,0.834467373,Amphetamine,7.96,1.23,188.09
21,208.1332,MDEA,921.6,0.856664808,Amphetamine,10.22,2.22,202.74
21,222.1852,Tapentadol,963.36,0.895482432,Opioid,9.6,2.96,240.11
21,224.0837,Norketamine,920.58,0.855716676,Anesthetic,7.27,2.91,201.26
21,233.1648,Norfentanyl,946.44,0.879754601,Opioid,10.03,1.42,234.04
21,234.1489,Methylphenidate,950.46,0.883491355,Stimulant,9.09,2.25,230.61
21,234.1489,Normeperidine,927.54,0.86218628,Anesthetic,9.33,2.07,231.03
21,238.0993,Ketamine,926.58,0.861293921,Anesthetic,7.16,3.35,218.93
21,244.206,Phencyclidine,964.38,0.896430563,Anesthetic,10.56,4.49,260.25
21,248.1645,Meperidine,940.5,0.874233129,Anesthetic,8.16,2.46,248.67
21,256.1696,Diphenhydramine,956.4,0.889012828,Other,8.87,3.65,260.13
21,264.1747,Nortriptyline,978.3,0.909369771,Antidepressants,10.47,4.43,265.01
21,264.1958,Tramadol,991.26,0.92141662,Opioid,9.23,2.45,272.29
21,267.1856,Desipramine,974.34,0.90568879,Antidepressants,10.02,3.9,268
21,271.0633,Nordiazepam,1003.2,0.932515337,Sedative,2.85,3.21,225.42
21,276.1594,MDPV,986.28,0.916787507,Stimulant,7.31,2.99,262.5
21,278.1903,Amitriptyline,981.3,0.912158394,Antidepressants,9.76,4.81,282.76
21,278.1903,EDDP,956.4,0.889012828,Opioid,9.64,4.63,282.49
21,278.2115,Venlafaxine,1009.14,0.93803681,Antidepressants,8.91,2.74,289.28
21,281.2012,Imipramine,977.28,0.90842164,Antidepressants,9.2,4.28,285.75
21,282.0873,Nitrazepam,1077.78,1.001840491,Sedative,2.65,2.55,233.74
21,284.1194,7-aminoflunitrazepam,943.44,0.876965979,Sedative,3.32,1.79,244.9
21,285.0789,Diazepam,1016.1,0.944506414,Sedative,2.92,3.08,242.85
21,286.0742,7-aminoclonazepam,948.42,0.881595092,Sedative,3.37,2.53,235.66
21,286.1438,Hydromorphone,980.28,0.911210262,Opioid,9.08,1.47,256.88
21,286.1438,Morphine,980.28,0.911210262,Opioid,9.12,0.9,255.64
21,286.1438,Norhydrocodone,980.28,0.911210262,Opioid,10.13,1.58,256.72
21,290.1387,Benzoylecgonine,1129.56,1.049972114,Stimulant,9.54,-0.59,264.87
21,300.1594,Codeine,963.36,0.895482432,Opioid,13.78,1.34,273.31
21,300.1594,Hydrocodone,963.36,0.895482432,Opioid,9.17,1.96,274.49
21,302.1387,Noroxycodone,991.26,0.92141662,Opioid,9.56,0.65,265.49
21,302.1387,Oxymorphone,991.26,0.92141662,Opioid,8.75,0.64,265.48
21,302.1751,Dihydrocodeine,980.28,0.911210262,Opioid,9.33,1.55,280.95
21,308.1757,Zolpidem,1033.02,0.960234244,Sedative,3.02,3.02,291.81
21,310.1413,Fluoxetine,1000.2,0.929726715,Antidepressants,9.8,4.17,274.24
21,310.2165,Methadone,1003.2,0.932515337,Opioid,9.12,5.01,322.45
21,315.1623,Clomipramine,999.18,0.928778583,Antidepressants,9.2,4.88,299.69
21,316.1543,Oxycodone,986.28,0.916787507,Opioid,8.77,1.03,283.21
21,325.1711,Citalopram,1014.12,0.942665923,Antidepressants,9.78,3.76,303.78
21,328.1543,Naloxone,1005.18,0.934355828,Opioid,8.39,1.48,291.96
21,337.2274,Fentanyl,1047.96,0.974121584,Opioid,8.77,3.82,339.46
21,340.2271,Propoxyphene,1025.04,0.952816509,Opioid,9.52,4.9,348.13
21,342.17,Naltrexone,1039.02,0.965811489,Other,9.35,1.27,304.76
21,348.1543,6-acetylmorphine,1025.04,0.952816509,Opioid,9.08,1.31,292.18
21,372.1586,Trazadone,1049.94,0.975962075,Antidepressants,7.09,3.13,326.98
21,388.1586,Flurazepam,997.2,0.926938093,Sedative,8.71,3.95,346.17
21,399.2278,Mitragynine,1080.78,1.004629113,Opioid,7.04,3.3,376.57
22,141.1435,Amphetamine-d5,870.12,0.779049154,Internal Standard,10.01,1.8,144.86
22,160.1332,Pregabalin,910.92,0.815578834,Other,10.23,-1.35,170.24
22,172.1332,Gabapentin,943.74,0.844963739,Other,9.91,-1.27,176.16
22,177.1022,Cotinine,892.98,0.799516519,Other,4.79,0.21,165.31
22,178.1226,Mephedrone,926.82,0.829814666,Amphetamine,8.05,2.12,181.62
22,184.0768,F-Phe,1116.9,1,Internal Standard,9.45,-1.04,160.46
22,194.1176,MDMA,921.84,0.825355896,Amphetamine,10.14,1.86,185.76
22,208.0968,Methylone,935.76,0.837818963,Amphetamine,7.96,1.23,188.09
22,208.1332,MDEA,960.66,0.860112812,Amphetamine,10.22,2.22,202.74
22,222.1852,Tapentadol,1002.48,0.897555735,Opioid,9.6,2.96,240.11
22,224.0837,Norketamine,959.64,0.85919957,Anesthetic,7.27,2.91,201.26
22,233.1648,Norfentanyl,986.52,0.883266183,Opioid,10.03,1.42,234.04
22,234.1489,Methylphenidate,990.54,0.886865431,Stimulant,9.09,2.25,230.61
22,234.1489,Normeperidine,966.66,0.865484824,Anesthetic,9.33,2.07,231.03
22,238.0993,Ketamine,965.64,0.864571582,Anesthetic,7.16,3.35,218.93
22,248.1645,Meperidine,981.54,0.878807413,Anesthetic,8.16,2.46,248.67
22,256.1696,Diphenhydramine,995.46,0.891270481,Other,8.87,3.65,260.13
22,264.1747,Nortriptyline,1017.36,0.910878324,Antidepressants,10.47,4.43,265.01
22,264.1958,Tramadol,1031.34,0.923395111,Opioid,9.23,2.45,272.29
22,267.1856,Desipramine,1013.4,0.907332796,Antidepressants,10.02,3.9,268
22,271.0633,Nordiazepam,1043.28,0.934085415,Sedative,2.85,3.21,225.42
22,276.1594,MDPV,1026.36,0.918936342,Stimulant,7.31,2.99,262.5
22,278.1903,Amitriptyline,1020.36,0.91356433,Antidepressants,9.76,4.81,282.76
22,278.1903,EDDP,996.48,0.892183723,Opioid,9.64,4.63,282.49
22,278.2115,Venlafaxine,1051.2,0.941176471,Antidepressants,8.91,2.74,289.28
22,280.1696,Doxepin,1019.4,0.912704808,Antidepressants,9.76,3.84,274.85
22,281.2012,Imipramine,1017.36,0.910878324,Antidepressants,9.2,4.28,285.75
22,282.0873,Nitrazepam,1114.92,0.998227236,Sedative,2.65,2.55,233.74
22,284.1194,7-aminoflunitrazepam,979.56,0.877034649,Sedative,3.32,1.79,244.9
22,285.0789,Diazepam,1056.18,0.94563524,Sedative,2.92,3.08,242.85
22,286.0742,7-aminoclonazepam,984.54,0.881493419,Sedative,3.37,2.53,235.66
22,286.1438,Hydromorphone,1020.36,0.91356433,Opioid,9.08,1.47,256.88
22,286.1438,Morphine,1020.36,0.91356433,Opioid,9.12,0.9,255.64
22,286.1438,Norhydrocodone,1020.36,0.91356433,Opioid,10.13,1.58,256.72
22,290.1387,Benzoylecgonine,1170.6,1.048079506,Stimulant,9.54,-0.59,264.87
22,298.126,Duloxetine,1031.34,0.923395111,Antidepressants,9.7,4.2,276.98
22,300.1594,Codeine,1003.44,0.898415257,Opioid,13.78,1.34,273.31
22,300.1594,Hydrocodone,1003.44,0.898415257,Opioid,9.17,1.96,274.49
22,302.1387,Noroxycodone,1024.32,0.917109858,Opioid,9.56,0.65,265.49
22,302.1387,Oxymorphone,1024.32,0.917109858,Opioid,8.75,0.64,265.48
22,302.1751,Dihydrocodeine,1021.38,0.914477572,Opioid,9.33,1.55,280.95
22,308.1757,Zolpidem,1075.08,0.962557078,Sedative,3.02,3.02,291.81
22,310.1413,Fluoxetine,1040.28,0.931399409,Antidepressants,9.8,4.17,274.24
22,310.2165,Methadone,1044.24,0.934944937,Opioid,9.12,5.01,322.45
22,315.1623,Clomipramine,1040.28,0.931399409,Antidepressants,9.2,4.88,299.69
22,316.1543,Oxycodone,1027.32,0.919795864,Opioid,8.77,1.03,283.21
22,325.1711,Citalopram,1054.2,0.943862476,Antidepressants,9.78,3.76,303.78
22,326.0855,Midazolam,1019.4,0.912704808,Anesthetic,6.19,3.97,266.62
22,328.1543,Naloxone,1045.26,0.935858179,Opioid,8.39,1.48,291.96
22,337.2274,Fentanyl,1086.06,0.972387859,Opioid,8.77,3.82,339.46
22,340.2271,Propoxyphene,1067.16,0.955466022,Opioid,9.52,4.9,348.13
22,342.17,Naltrexone,1080.06,0.967015847,Other,9.35,1.27,304.76
22,349.1543,6-acetylmorphine,1067.16,0.955466022,Opioid,9.08,1.31,292.18
22,372.1586,Trazadone,1093.02,0.978619393,Antidepressants,7.09,3.13,326.98
22,388.1586,Flurazepam,1036.26,0.927800161,Sedative,8.71,3.95,346.17
22,399.2278,Mitragynine,1123.86,1.006231534,Opioid,7.04,3.3,376.57
23,141.1435,Amphetamine-d5,813.72,0.775325863,Internal Standard,10.01,1.8,144.86
23,172.1332,Gabapentin,884.34,0.842613766,Other,9.91,-1.27,176.16
23,177.1022,Cotinine,836.58,0.797107249,Other,4.79,0.21,165.31
23,178.1226,Mephedrone,867.42,0.826492111,Amphetamine,8.05,2.12,181.62
23,184.0768,F-Phe,1049.52,1,Internal Standard,9.45,-1.04,160.46
23,194.1176,MDMA,863.46,0.822718957,Amphetamine,10.14,1.86,185.76
23,208.0968,Methylone,876.42,0.835067459,Amphetamine,7.96,1.23,188.09
23,208.1332,MDEA,899.28,0.856848845,Amphetamine,10.22,2.22,202.74
23,222.1852,Tapentadol,938.1,0.893837183,Opioid,9.6,2.96,240.11
23,224.0837,Norketamine,898.32,0.855934141,Anesthetic,7.27,2.91,201.26
23,233.1648,Norfentanyl,924.18,0.880573977,Opioid,10.03,1.42,234.04
23,234.1489,Methylphenidate,926.16,0.882460553,Stimulant,9.09,2.25,230.61
23,234.1489,Normeperidine,904.26,0.861593871,Anesthetic,9.33,2.07,231.03
23,238.0993,Ketamine,902.28,0.859707295,Anesthetic,7.16,3.35,218.93
23,244.206,Phencyclidine,939.12,0.894809056,Anesthetic,10.56,4.49,260.25
23,248.1645,Meperidine,918.18,0.874857078,Anesthetic,8.16,2.46,248.67
23,256.1696,Diphenhydramine,932.1,0.888120284,Other,8.87,3.65,260.13
23,264.1747,Nortriptyline,953.04,0.908072262,Antidepressants,10.47,4.43,265.01
23,264.1958,Tramadol,965.94,0.920363595,Opioid,9.23,2.45,272.29
23,267.1856,Desipramine,949.02,0.904241939,Antidepressants,10.02,3.9,268
23,271.0633,Nordiazepam,977.88,0.931740224,Sedative,2.85,3.21,225.42
23,276.1594,MDPV,960.96,0.915618568,Stimulant,7.31,2.99,262.5
23,278.1903,Amitriptyline,957,0.911845415,Antidepressants,9.76,4.81,282.76
23,278.1903,EDDP,933.12,0.889092156,Opioid,9.64,4.63,282.49
23,278.2115,Venlafaxine,982.86,0.93648525,Antidepressants,8.91,2.74,289.28
23,280.1696,Doxepin,956.04,0.910930711,Antidepressants,9.76,3.84,274.85
23,281.2012,Imipramine,953.04,0.908072262,Antidepressants,9.2,4.28,285.75
23,282.0873,Nitrazepam,1051.56,1.001943746,Sedative,2.65,2.55,233.74
23,284.1194,7-aminoflunitrazepam,922.2,0.8786874,Sedative,3.32,1.79,244.9
23,285.0789,Diazepam,990.84,0.944088726,Sedative,2.92,3.08,242.85
23,286.0742,7-aminoclonazepam,926.16,0.882460553,Sedative,3.37,2.53,235.66
23,286.1438,Hydromorphone,943.08,0.898582209,Opioid,9.08,1.47,256.88
23,286.1438,Morphine,943.08,0.898582209,Opioid,9.12,0.9,255.64
23,286.1438,Norhydrocodone,943.08,0.898582209,Opioid,10.13,1.58,256.72
23,290.1387,Benzoylecgonine,1101.3,1.04933684,Stimulant,9.54,-0.59,264.87
23,300.1594,Codeine,939.12,0.894809056,Opioid,13.78,1.34,273.31
23,300.1594,Hydrocodone,939.12,0.894809056,Opioid,9.17,1.96,274.49
23,302.1387,Noroxycodone,960,0.914703865,Opioid,9.56,0.65,265.49
23,302.1387,Oxymorphone,960,0.914703865,Opioid,8.75,0.64,265.48
23,302.1751,Dihydrocodeine,957,0.911845415,Opioid,9.33,1.55,280.95
23,308.1757,Zolpidem,1006.74,0.959238509,Sedative,3.02,3.02,291.81
23,310.1413,Fluoxetine,974.94,0.928938944,Antidepressants,9.8,4.17,274.24
23,310.2165,Methadone,977.88,0.931740224,Opioid,9.12,5.01,322.45
23,315.1623,Clomipramine,973.92,0.927967071,Antidepressants,9.2,4.88,299.69
23,316.1543,Oxycodone,961.98,0.916590441,Opioid,8.77,1.03,283.21
23,325.1711,Citalopram,988.86,0.94220215,Antidepressants,9.78,3.76,303.78
23,328.1543,Naloxone,980.88,0.934598674,Opioid,8.39,1.48,291.96
23,337.2274,Fentanyl,1021.68,0.973473588,Opioid,8.77,3.82,339.46
23,340.2271,Propoxyphene,999.78,0.952606906,Opioid,9.52,4.9,348.13
23,342.17,Naltrexone,1014.72,0.966841985,Other,9.35,1.27,304.76
23,350.1543,6-acetylmorphine,998.82,0.951692202,Opioid,9.08,1.31,292.18
23,372.1586,Trazadone,1024.68,0.976332038,Antidepressants,7.09,3.13,326.98
23,388.1586,Flurazepam,973.92,0.927967071,Sedative,8.71,3.95,346.17
23,399.2278,Mitragynine,1055.52,1.005716899,Opioid,7.04,3.3,376.57
24,141.1435,Amphetamine-d5,860.64,0.779946713,Internal Standard,10.01,1.8,144.86
24,160.1332,Pregabalin,901.44,0.81692132,Other,10.23,-1.35,170.24
24,172.1332,Gabapentin,933.3,0.845794138,Other,9.91,-1.27,176.16
24,177.1022,Cotinine,883.56,0.800717742,Other,4.79,0.21,165.31
24,178.1226,Mephedrone,916.38,0.830460551,Amphetamine,8.05,2.12,181.62
24,184.0768,F-Phe,1103.46,1,Internal Standard,9.45,-1.04,160.46
24,194.1176,MDMA,911.4,0.825947474,Amphetamine,10.14,1.86,185.76
24,208.0968,Methylone,923.34,0.836767984,Amphetamine,7.96,1.23,188.09
24,208.1332,MDEA,949.2,0.86020336,Amphetamine,10.22,2.22,202.74
24,222.1852,Tapentadol,990,0.897177967,Opioid,9.6,2.96,240.11
24,224.0837,Norketamine,948.24,0.85933337,Anesthetic,7.27,2.91,201.26
24,233.1648,Norfentanyl,974.1,0.882768746,Opioid,10.03,1.42,234.04
24,234.1489,Methylphenidate,978.06,0.886357457,Stimulant,9.09,2.25,230.61
24,234.1489,Normeperidine,955.2,0.865640803,Anesthetic,9.33,2.07,231.03
24,238.0993,Ketamine,954.18,0.864716437,Anesthetic,7.16,3.35,218.93
24,248.1645,Meperidine,969.12,0.878255669,Anesthetic,8.16,2.46,248.67
24,256.1696,Diphenhydramine,983.04,0.890870535,Other,8.87,3.65,260.13
24,264.1747,Nortriptyline,1005.96,0.911641564,Antidepressants,10.47,4.43,265.01
24,264.1958,Tramadol,1019.88,0.92425643,Opioid,9.23,2.45,272.29
24,267.1856,Desipramine,1000.98,0.907128487,Antidepressants,10.02,3.9,268
24,271.0633,Nordiazepam,1029.84,0.933282584,Sedative,2.85,3.21,225.42
24,276.1594,MDPV,1013.88,0.918818988,Stimulant,7.31,2.99,262.5
24,278.1903,Amitriptyline,1008.96,0.914360285,Antidepressants,9.76,4.81,282.76
24,278.1903,EDDP,985.08,0.892719265,Opioid,9.64,4.63,282.49
24,278.2115,Venlafaxine,1036.8,0.939590017,Antidepressants,8.91,2.74,289.28
24,280.1696,Doxepin,1007.94,0.91343592,Antidepressants,9.76,3.84,274.85
24,281.2012,Imipramine,1005.96,0.911641564,Antidepressants,9.2,4.28,285.75
24,282.0873,Nitrazepam,1103.46,1,Sedative,2.65,2.55,233.74
24,284.1194,7-aminoflunitrazepam,969.12,0.878255669,Sedative,3.32,1.79,244.9
24,285.0789,Diazepam,1041.78,0.944103094,Sedative,2.92,3.08,242.85
24,286.0742,7-aminoclonazepam,975.12,0.883693111,Sedative,3.37,2.53,235.66
24,286.1438,Hydromorphone,1007.94,0.91343592,Opioid,9.08,1.47,256.88
24,286.1438,Morphine,1007.94,0.91343592,Opioid,9.12,0.9,255.64
24,286.1438,Norhydrocodone,1007.94,0.91343592,Opioid,10.13,1.58,256.72
24,290.1387,Benzoylecgonine,1156.2,1.047795117,Stimulant,9.54,-0.59,264.87
24,298.126,Duloxetine,1019.88,0.92425643,Antidepressants,9.7,4.2,276.98
24,300.1594,Codeine,991.02,0.898102333,Opioid,13.78,1.34,273.31
24,300.1594,Hydrocodone,991.02,0.898102333,Opioid,9.17,1.96,274.49
24,302.1387,Noroxycodone,1014.9,0.919743353,Opioid,9.56,0.65,265.49
24,302.1387,Oxymorphone,1014.9,0.919743353,Opioid,8.75,0.64,265.48
24,302.1751,Dihydrocodeine,1008.96,0.914360285,Opioid,9.33,1.55,280.95
24,308.1757,Zolpidem,1060.68,0.961231037,Sedative,3.02,3.02,291.81
